"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","task","correct","switch","rule","stimnum","prob_switch","correct_key","tasknum","practice","practice_accuracy","number_practice_combines","response","BDMquizgrade","task_displayed","slider_start","responses","question_order","TOT","overall","performance_by_block","points_list","value_list","offer_list","exp_version"
"","html-keyboard-response","416","962271","0.0-2.0-23.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","417","962823","0.0-2.0-23.0-2.0-33.0","548.0099999986123","<p style=""color: green"" >8</p>","72","n-switch","true","false","2","6","0.1","72","5","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","418","963787","0.0-2.0-23.0-2.0-34.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","419","964092","0.0-2.0-23.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","420","964870","0.0-2.0-23.0-2.0-36.0","774.730000004638","<p style=""color: blue"" >4</p>","65","n-switch","false","true","1","3","0.1","83","5","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","421","965616","0.0-2.0-23.0-2.0-37.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","422","965924","0.0-2.0-23.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","423","966787","0.0-2.0-23.0-2.0-39.0","860.0049999949988","<p style=""color: blue"" >3</p>","65","n-switch","false","false","1","2","0.1","83","5","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","424","967431","0.0-2.0-23.0-2.0-40.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","425","967734","0.0-2.0-23.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","426","968600","0.0-2.0-23.0-2.0-42.0","862.5649999885354","<p style=""color: blue"" >9</p>","68","n-switch","false","false","1","7","0.1","70","5","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","427","969255","0.0-2.0-23.0-2.0-43.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","428","969560","0.0-2.0-23.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","429","970865","0.0-2.0-23.0-3.0","1303.3200000063516","<p>You were not accurate enough. You earned 0 points.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","430","981506","0.0-4.0-0.0","10639.435000019148","<p>This experiment is almost over. Please press <strong>M</strong> if you'd like to read more about the process we used to determine the points you earned and why asking for your true fair wage is the best strategy.</p><p>Otherwise, you will now move on to some survey questions.</p><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","431","986964","0.0-6.0-0.0-0.0","5456.124999996973","<p>The next few screens have some survey questions on them.</p><p>Press respond to every question you are comfortable answering.</p><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","432","998963","0.0-6.0-1.0-0.0","11993.259999988368","","","","","","","","","","","","","","","","","","{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":""""}","[0,1,2,3,4,5]","","","","","","",""
"","survey-multi-choice","433","999848","0.0-6.0-2.0-0.0","879.4449999986682","","","","","","","","","","","","","","","","","","{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":""""}","[0,1,2,3,4,5]","","","","","","",""
"","survey-multi-choice","434","1000550","0.0-6.0-3.0-0.0","698.709999996936","","","","","","","","","","","","","","","","","","{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":""""}","[0,1,2,3,4,5]","","","","","","",""
"","survey-multi-choice","435","1003036","0.0-7.0-0.0-0.0","2481.4300000143703","","","","","","","","","","","","","","","","","","{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":""""}","[0,1,2,3,4]","","","","","","",""
"","survey-text","436","1005168","0.0-7.0-1.0-0.0","2101.7250000149943","","","","","","","","","","","","","","","","","","{""age"":"""",""fair wage"":"""",""other"":""""}","","","","","","","",""
"","html-keyboard-response","437","1035173","0.0-8.0-0.0","30001.30000000354","<p>Thank you for your participation! This experiment is now over.</p><p>You earned 0 points total.</p><p>Please submit your work and we will bonus you within 48 hours.</p><p>[Press space bar to close this experiment.]</p>","76","","","","","","","","","","","","","","","","","","1005168","4.333333333333333","0,0,0,0,0,26.666666666666668","1,3.56,4.60,1,3.56,1","2.12,1.64,1.64,3.88,3.56,3.72","1.56,3.56,4.60,2.40,3.56,3.08","2"
"true","fullscreen","438","1036175","0.0-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
